,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Income_Category,Employment_Status
1152,5036996,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21117.0,1,0,1,0,Others,1,0,57.0,Low,0
1153,5146410,M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10072.0,1,1,1,0,Core staff,1,0,27.0,Medium,1
1154,5054097,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,-11736.0,1,0,0,0,Drivers,4,0,32.0,Medium,1
1155,5050975,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15964.0,1,0,0,0,Core staff,2,0,43.0,Medium,1
1156,5068340,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-10101.0,1,1,1,0,Laborers,2,0,27.0,Medium,1
1157,5037254,M,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8401.0,1,0,0,1,Laborers,1,0,23.0,Medium,1
1158,5091921,F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,-15368.0,1,1,1,0,Medicine staff,4,0,42.0,Low,1
1159,5139729,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20463.0,1,0,0,0,Cleaning staff,2,0,56.0,Medium,1
1160,5117605,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-14098.0,1,0,0,0,Core staff,2,0,38.0,Medium,1
1161,5029152,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-17947.0,1,0,0,0,Others,3,0,49.0,Low,1
1162,5066465,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-16211.0,1,0,0,0,Laborers,1,0,44.0,Medium,1
1163,5117254,F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,-22398.0,1,0,0,0,Medicine staff,2,0,61.0,Medium,1
1164,5117551,M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12930.0,1,1,1,0,Drivers,3,0,35.0,Medium,1
1165,5079181,F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177.0,1,0,1,0,Others,2,0,27.0,Medium,1
1166,5028802,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15766.0,1,0,0,0,Laborers,4,0,43.0,Medium,1
1167,5024838,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14143.0,1,0,0,0,Others,1,0,38.0,Medium,1
1168,5088279,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-20075.0,1,1,1,0,Sales staff,2,0,55.0,Low,1
1169,5079141,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-13868.0,1,1,0,0,Sales staff,3,0,37.0,Low,1
1170,5058286,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897.0,1,1,1,1,Others,2,0,40.0,Medium,1
1171,5010218,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532.0,1,0,0,0,Medicine staff,3,0,48.0,Low,1
1172,5112870,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-20998.0,1,0,1,0,Laborers,3,0,57.0,Medium,1
1173,5061253,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301.0,1,0,0,0,Others,2,0,25.0,Medium,1
1174,5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-17280.0,1,1,0,0,Managers,4,0,47.0,Medium,1
1175,5094884,M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10363.0,1,0,0,0,Managers,1,0,28.0,Medium,1
1176,5146296,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18029.0,1,1,0,0,Security staff,2,0,49.0,Low,1
1177,5033966,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15103.0,1,0,0,0,Sales staff,2,0,41.0,Medium,1
1178,5065571,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18218.0,1,0,0,0,Drivers,2,0,49.0,Medium,1
1179,5023475,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012.0,1,0,0,0,Others,1,0,57.0,Medium,0
1180,5035866,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17656.0,1,0,0,0,Cooking staff,2,0,48.0,Medium,1
1181,5088501,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,-21897.0,1,0,0,0,Security staff,2,0,59.0,Low,1
1182,5028990,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,-15373.0,1,0,0,0,Sales staff,3,0,42.0,Low,1
1183,5126503,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20977.0,1,0,1,0,Others,2,0,57.0,Medium,0
1184,5023209,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14438.0,1,0,0,0,Sales staff,3,0,39.0,Medium,1
1185,5142860,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14080.0,1,0,1,0,Others,2,0,38.0,Medium,1
1186,5087852,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-19598.0,1,0,1,0,Medicine staff,2,0,53.0,Medium,1
1187,5061896,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,-16833.0,1,0,0,1,Core staff,3,0,46.0,Medium,1
1188,5044940,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-16027.0,1,0,1,0,Managers,4,0,43.0,Medium,1
1189,5048610,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-15256.0,1,0,0,0,Laborers,1,0,41.0,Medium,1
1190,5113711,F,Y,Y,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-16962.0,1,0,1,1,Laborers,3,0,46.0,Medium,1
1191,5069199,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13591.0,1,0,0,0,Sales staff,3,0,37.0,Medium,1
1192,5091101,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,-24662.0,1,0,0,0,Others,2,0,67.0,Medium,0
1193,5033496,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,-9956.0,1,0,0,0,Managers,3,0,27.0,Medium,1
1194,5132752,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10569.0,1,1,1,0,Drivers,1,0,28.0,Low,1
1195,5018471,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-20208.0,1,0,1,0,Others,3,0,55.0,Medium,1
1196,5096059,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,-14321.0,1,0,0,0,Medicine staff,4,0,39.0,Low,1
1197,5036958,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12048.0,1,1,1,0,Laborers,3,0,33.0,Medium,1
1198,5038619,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24346.0,1,0,0,0,Others,2,0,66.0,Medium,0
1200,5053293,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20382.0,1,0,0,0,Others,2,0,55.0,Low,0
1201,5117022,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12462.0,1,1,0,0,Laborers,4,0,34.0,Medium,1
1202,5143362,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22811.0,1,1,1,0,High skill tech staff,2,0,62.0,Medium,1
1203,5137163,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-17249.0,1,1,1,0,Others,2,0,47.0,Medium,1
1204,5054064,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424.0,1,0,0,0,Drivers,3,0,44.0,Medium,1
1205,5145968,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23018.0,1,0,0,0,Others,1,0,63.0,Medium,0
1206,5065705,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17454.0,1,0,1,0,Others,1,0,47.0,Medium,0
1207,5051187,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12260.0,1,0,0,0,Core staff,1,0,33.0,Medium,1
1208,5067203,M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,-12675.0,1,0,0,0,Drivers,3,0,34.0,Medium,1
1209,5116714,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-19124.0,1,0,0,0,Others,1,0,52.0,Medium,1
1210,5045069,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10344.0,1,0,0,0,Laborers,2,0,28.0,Medium,1
1211,5042130,F,N,N,0,247500.0,Working,Higher education,Married,House / apartment,-14136.0,1,1,1,0,Managers,2,0,38.0,Medium,1
1212,5066879,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13805.0,1,0,0,0,Laborers,1,0,37.0,Medium,1
1213,5047787,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457.0,1,0,0,0,Others,2,0,28.0,Medium,1
1214,5062131,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22129.0,1,0,0,0,Others,2,0,60.0,Low,0
1215,5023692,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15036.0,1,0,0,0,Others,1,0,41.0,Medium,1
1216,5028907,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-9963.0,1,0,0,0,Sales staff,2,0,27.0,Low,1
1217,5113861,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10368.0,1,1,0,0,High skill tech staff,2,0,28.0,Medium,1
1218,5009301,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099.0,1,0,1,0,Laborers,1,0,44.0,Medium,1
1219,5135705,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11004.0,1,0,0,0,Private service staff,2,0,30.0,Medium,1
1220,5023616,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17585.0,1,0,0,0,Drivers,2,0,48.0,Medium,1
1221,5028468,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12406.0,1,0,0,1,Drivers,4,0,33.0,Medium,1
1222,5113374,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,-18979.0,1,0,1,0,Others,3,0,51.0,Medium,0
1223,5125775,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-23360.0,1,0,0,0,Others,2,0,64.0,Medium,1
1224,5051156,M,N,N,1,247500.0,Working,Higher education,Single / not married,House / apartment,-13816.0,1,0,0,0,Laborers,2,0,37.0,Medium,1
1225,5143046,M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16030.0,1,1,0,0,Drivers,4,0,43.0,Medium,1
1226,5114060,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,-17932.0,1,1,1,0,Others,3,0,49.0,Medium,1
1227,5113171,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11454.0,1,0,1,1,Cooking staff,3,0,31.0,Low,1
1228,5078805,F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-18927.0,1,0,0,0,High skill tech staff,2,0,51.0,Medium,1
1229,5088205,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778.0,1,0,1,0,Others,1,0,59.0,Medium,0
1230,5112975,F,N,N,3,171000.0,Working,Secondary / secondary special,Married,House / apartment,-13692.0,1,1,1,0,High skill tech staff,5,0,37.0,Medium,1
1231,5022789,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-12369.0,1,0,0,0,Core staff,1,0,33.0,Medium,1
1232,5028302,M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-19834.0,1,0,0,0,Managers,2,0,54.0,Medium,1
1233,5146558,M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15031.0,1,0,0,0,Laborers,4,0,41.0,Medium,1
1234,5029400,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19125.0,1,0,0,0,Others,2,0,52.0,Medium,0
1235,5009207,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953.0,1,1,1,0,Accountants,2,0,57.0,Medium,1
1236,5022449,F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-17570.0,1,0,0,1,Core staff,1,0,48.0,Medium,1
1237,5044818,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9100.0,1,0,0,0,Managers,1,0,24.0,Medium,1
1238,5089070,M,N,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14243.0,1,0,0,0,Laborers,5,0,39.0,Medium,1
1239,5041367,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,-10315.0,1,0,0,0,Core staff,2,0,28.0,Medium,1
1240,5050485,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698.0,1,0,0,0,Laborers,2,0,51.0,Medium,1
1241,5062296,F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,-20388.0,1,0,0,0,Others,1,0,55.0,Medium,0
1242,5090039,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,-13747.0,1,0,0,0,Core staff,3,0,37.0,Medium,1
1243,5069296,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20989.0,1,0,0,0,Others,2,0,57.0,Medium,0
1244,5058271,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19607.0,1,0,0,0,Low-skill Laborers,2,0,53.0,Medium,1
1245,5047929,M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13999.0,1,0,1,0,Drivers,1,0,38.0,Medium,1
1246,5054228,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11515.0,1,1,0,0,Managers,4,0,31.0,Medium,1
1247,5023527,F,N,Y,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459.0,1,0,0,0,High skill tech staff,2,0,56.0,Medium,1
1248,5088433,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17840.0,1,0,0,0,Core staff,1,0,48.0,Medium,1
1249,5009567,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15153.0,1,1,1,0,Laborers,2,0,41.0,Medium,1
1250,5148915,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14636.0,1,0,0,0,Others,4,0,40.0,Medium,1
1251,5053646,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-20354.0,1,0,1,0,Managers,2,0,55.0,Medium,1
1252,5035546,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24387.0,1,0,0,0,Others,1,0,66.0,Medium,0
1253,5118472,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9978.0,1,0,1,0,Drivers,2,0,27.0,Medium,1
1254,5111178,F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,-11268.0,1,1,0,0,Cleaning staff,4,0,30.0,Low,1
1255,5065808,F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,-15915.0,1,1,1,0,Sales staff,3,0,43.0,Low,1
1256,5091771,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17454.0,1,0,0,0,Laborers,2,0,47.0,Medium,1
1257,5010010,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-10926.0,1,0,1,0,Secretaries,3,0,29.0,Medium,1
1258,5148573,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20848.0,1,0,0,0,Others,2,0,57.0,Low,0
1259,5096729,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10910.0,1,1,0,0,Laborers,2,0,29.0,Medium,1
1260,5092021,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13211.0,1,1,1,0,Core staff,2,0,36.0,Medium,1
1261,5046083,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21030.0,1,0,0,0,Others,2,0,57.0,Low,1
1262,5096085,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18165.0,1,0,0,0,Cooking staff,2,0,49.0,Low,1
1264,5142953,M,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-8274.0,1,1,1,0,Laborers,2,0,22.0,Medium,1
1265,5061135,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,-14228.0,1,0,0,0,Core staff,4,0,38.0,Low,1
1266,5010172,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300.0,1,0,0,0,Laborers,2,0,58.0,Medium,1
1267,5068523,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12360.0,1,0,0,1,Laborers,1,0,33.0,Medium,1
1268,5087756,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15280.0,1,0,0,0,Sales staff,2,0,41.0,Medium,1
1269,5132845,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17493.0,1,0,0,1,Medicine staff,2,0,47.0,Medium,1
1270,5116046,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13455.0,1,0,0,0,Core staff,2,0,36.0,Medium,1
1271,5091983,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-21601.0,1,1,0,1,Managers,2,0,59.0,Medium,1
1272,5062106,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008.0,1,0,0,0,Managers,2,0,52.0,Medium,1
1273,5052806,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210.0,1,0,1,0,Others,1,0,52.0,Low,1
1274,5095952,F,N,N,2,193500.0,Working,Higher education,Married,With parents,-15011.0,1,1,1,0,Others,4,0,41.0,Medium,1
1275,5022458,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-8696.0,1,0,0,1,Drivers,3,0,23.0,Medium,1
1276,5149647,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22576.0,1,0,0,0,Others,1,0,61.0,Medium,0
1277,5114438,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17262.0,1,1,1,0,Sales staff,3,0,47.0,Medium,1
1278,5112737,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-18335.0,1,0,0,0,Drivers,2,0,50.0,Medium,1
1279,5024038,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15459.0,1,0,0,0,Sales staff,2,0,42.0,Medium,1
1280,5139846,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10482.0,1,0,0,0,Others,2,0,28.0,Medium,1
1281,5140019,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11348.0,1,0,0,0,Private service staff,2,0,31.0,Medium,1
1282,5104868,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-12114.0,1,0,0,0,Accountants,2,0,33.0,Medium,1
1283,5062525,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656.0,1,0,1,0,Sales staff,3,0,37.0,Medium,1
1284,5118118,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538.0,1,1,1,0,Drivers,3,0,37.0,Medium,1
1286,5054384,M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14050.0,1,1,1,0,Laborers,1,0,38.0,Medium,1
1287,5085768,M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-11532.0,1,0,0,0,Managers,3,0,31.0,Medium,1
1288,5097105,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-21026.0,1,0,1,0,Others,2,0,57.0,Medium,1
1289,5023706,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733.0,1,0,1,0,Laborers,2,0,48.0,Medium,1
1290,5046183,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14876.0,1,0,0,0,Laborers,4,0,40.0,Medium,1
1291,5142930,F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21342.0,1,0,0,0,Others,2,0,58.0,Low,0
1292,5145920,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-15131.0,1,0,0,1,Others,3,0,41.0,Medium,1
1293,5069028,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16605.0,1,0,0,1,Sales staff,2,0,45.0,Medium,1
1294,5010498,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218.0,1,1,0,0,Others,3,0,27.0,Medium,1
1295,5091564,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14935.0,1,0,1,0,Sales staff,3,0,40.0,Medium,1
1296,5149887,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941.0,1,0,0,0,Managers,2,0,43.0,Medium,1
1297,5052952,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340.0,1,0,1,0,Others,1,0,66.0,Medium,0
1298,5116801,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16286.0,1,0,0,0,Drivers,3,0,44.0,Medium,1
1300,5091639,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18093.0,1,0,0,0,Others,1,0,49.0,Medium,1
1301,5116817,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,-16542.0,1,1,1,0,Core staff,1,0,45.0,Low,1
1302,5036936,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22362.0,1,0,0,0,Others,1,0,61.0,Medium,0
1303,5022930,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-9154.0,1,0,0,1,Laborers,2,0,25.0,Medium,1
1304,5148732,F,N,Y,1,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,-13355.0,1,0,0,0,Sales staff,2,0,36.0,Medium,1
1305,5023877,F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,-22985.0,1,0,1,0,Others,2,0,62.0,Medium,0
1306,5061139,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454.0,1,0,0,0,Others,2,0,58.0,Low,0
1307,5010435,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518.0,1,0,0,0,Others,2,0,58.0,Low,0
1308,5090310,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24580.0,1,0,0,0,Others,2,0,67.0,Medium,0
1309,5026539,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15839.0,1,0,1,0,High skill tech staff,1,0,43.0,Medium,1
1310,5048478,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9187.0,1,0,0,0,Core staff,1,0,25.0,Medium,1
1311,5052762,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11728.0,1,0,0,1,Others,1,0,32.0,Medium,1
1312,5067767,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23341.0,1,0,0,0,Medicine staff,1,0,63.0,Medium,1
1313,5056179,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663.0,1,0,0,0,Others,2,0,26.0,Medium,1
1314,5045537,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,-10937.0,1,0,0,0,High skill tech staff,4,0,29.0,Medium,1
1315,5053980,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,-12249.0,1,1,0,0,Others,2,0,33.0,Medium,1
1316,5092349,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-19252.0,1,0,0,0,Sales staff,1,0,52.0,Medium,1
1317,5090383,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15421.0,1,0,1,0,Laborers,2,0,42.0,Medium,1
1318,5088687,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18719.0,1,1,1,0,Laborers,3,0,51.0,Medium,1
1319,5105466,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21074.0,1,0,0,0,Others,2,0,57.0,Medium,0
1320,5089117,F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,-15969.0,1,1,1,0,Core staff,1,0,43.0,Low,1
1321,5117497,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16459.0,1,1,0,0,Low-skill Laborers,2,0,45.0,Low,1
1322,5112599,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-22466.0,1,1,1,0,Managers,2,0,61.0,Medium,1
1323,5126121,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-15185.0,1,1,1,0,Medicine staff,2,0,41.0,Low,1
1324,5125710,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,-16413.0,1,0,1,0,High skill tech staff,2,0,44.0,Medium,1
1325,5148972,M,Y,Y,0,495000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-14358.0,1,0,0,0,Cooking staff,1,0,39.0,Medium,1
1326,5117233,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13826.0,1,0,0,0,Laborers,2,0,37.0,Medium,1
1327,5142733,M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,-11112.0,1,1,1,0,Managers,3,0,30.0,Medium,1
1328,5089736,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19010.0,1,1,1,0,Cleaning staff,2,0,52.0,Medium,1
1329,5021214,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,-12763.0,1,0,1,0,Core staff,3,0,34.0,Medium,1
1330,5044809,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9100.0,1,0,0,0,Managers,1,0,24.0,Medium,1
1331,5037088,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21490.0,1,0,0,0,Others,2,0,58.0,Low,0
1332,5068712,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13483.0,1,0,0,0,Laborers,2,0,36.0,Low,1
1333,5142153,M,Y,Y,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15960.0,1,0,0,0,High skill tech staff,1,0,43.0,Medium,1
1334,5146045,F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18577.0,1,0,0,0,Accountants,1,0,50.0,Medium,1
1335,5142529,M,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-9006.0,1,0,0,0,Others,2,0,24.0,Medium,1
1336,5091630,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19431.0,1,0,0,0,High skill tech staff,2,0,53.0,Medium,1
